X1	X2	Y
604.45723496	-4.70333247	True
492.68833877	-0.493488114	True
438.04088661	-2.307668942	False
184.34904233	2.680302801	False
557.12745085	-3.632923074	True
35.917130730000004	-5.586183106	True
516.3318296900001	-2.833073767	True
468.14584156	2.075219368	True
4.001544930000016	-3.325044584	False
34.15177153999998	-2.39793651	True
138.9716075	-3.516589402	True
-227.4935110300001	6.586134303	False
105.41348787	-3.192427856	True
-9.788238350000007	-6.378897745	True
-75.27834058	-4.445818004	True
452.94040999	-1.751872694	False
379.98671365	-4.330865234	True
472.89936789	0.850044644	True
38.51740155000001	-0.81783674	True
-239.19851	2.511376817	True
535.90145858	-7.414767964	True
295.31797264	-2.746842709	False
389.37824783	4.30667597	False
438.7934193699999	-4.420728726	False
-229.34316534	3.900129248	True
112.04019824	-1.831356576	False
202.98735489	7.463282266	False
-238.13922268	3.972367944	True
-207.24844248	2.398364273	False
150.17797232	3.298873823	False
154.83163938	3.265428018	False
316.94588797	-8.495438384	True
-65.0347874	2.375828198	False
325.05517202	5.597810226	False
15.739024950000015	-5.219420172	True
344.43163927	7.319462938	False
122.42822162	-4.829547781	True
294.38638030000004	3.652650647	False
312.99476954	2.506988644	False
304.97313921	-8.359157369	True
217.65824504	1.293076559	False
345.56967127	-4.256829346	False
-139.38765136999996	2.581452623	True
-117.30948099000004	8.072169168	False
263.26161893999995	-4.315180972	False
-127.98096594000005	2.506470199	True
41.69096040000001	-4.789117991	True
467.25478398	2.823900634	True
436.98678454	-1.344817277	False
411.86528632	-2.130222306	False
46.31909110999998	4.732022415	False
322.10153917	-1.416832148	False
222.76208301	2.903341336	False
310.85165934	-6.130301437	True
347.4027340399999	4.272384597	False
456.3432202400001	-4.666523271	True
491.67285073	-6.844364105	True
317.58247896	6.834964826	False
391.34330652	-3.014473844	True
309.98647593	7.188419573	False
160.94999533	-4.974167661	False
312.64878677	-0.538808087	False
549.5235609900001	-3.393180083	True
265.10423272	2.67272648	False
224.7092833	5.720692109	False
311.07776249	-3.646934423	True
38.11405335999999	7.440864194	False
160.11823881	-9.6980955	True
236.39269511	2.287869886	False
452.99034519	-1.788398713	False
509.87265354	-5.513525431	True
380.38211838	-2.34689975	False
437.7419983	0.446281083	True
372.11697324	4.984947962	False
439.72747823	-2.236473966	False
-125.96587138999996	0.896649601	True
213.65923954	-6.620104549	True
458.56649171	4.836031841	False
119.16395208	5.310572862	False
263.55974803	0.602156657	False
-324.70415694	3.070323846	True
552.88151734	-6.179147898	True
387.52463313	6.683833354	False
-34.71245969999999	0.6911317	True
-190.51605485	6.647110054	False
-144.47957275	4.957147115	False
-17.180308139999994	2.530938156	False
546.370785	5.308348296	True
270.6981248	-3.827123956	False
-240.2877100000001	3.291340018	True
-110.27648222	0.912782039	True
621.45528589	4.781516573	True
373.76189561	-8.265289965	True
225.78796615	7.215926594	False
-107.24376911000002	1.240521971	True
